Time [s]	Amp[A]
9.790071  0.75
9.790571  0.78
9.791072  0.80
9.791574  0.73
9.792075  0.86
9.792576  0.83
9.793077  0.86
9.793578  0.67
9.794079  0.81
9.794581  0.69
9.795081  0.83
9.795582  0.84
9.796083  0.73
9.796584  0.92
9.797086  0.75
9.797588  0.84
9.798088  0.92
9.798589  0.83
9.799090  0.70
9.799591  0.78
9.800092  0.75
9.800593  0.76
9.801094  0.78
9.801596  0.81
9.802096  0.69
9.802597  0.73
9.803098  0.81
9.803600  0.90
9.804101  0.75
9.804601  0.80
9.805102  0.81
9.805603  0.75
9.806104  0.84
9.806605  0.83
9.807106  0.64
9.807608  0.87
9.808109  0.61
9.808610  0.80
9.809111  0.73
9.809612  0.90
9.810114  0.78
9.810614  0.81
9.811115  0.86
9.811616  0.64
9.812117  0.66
9.812618  0.67
9.813120  0.70
9.813621  0.63
9.814121  0.56
9.814622  0.66
9.815124  0.63
9.815625  0.72
9.816127  0.70
9.816628  0.63
9.817129  0.75
9.817630  0.59
9.818131  0.66
9.818633  0.66
9.819135  0.72
9.819635  0.70
9.820137  0.61
9.820638  0.72
9.821139  0.78
9.821640  0.73
9.822141  0.73
9.822642  0.67
9.823144  0.66
9.823645  0.66
9.824145  0.69
9.824646  0.69
9.825148  0.69
9.825650  0.66
9.826150  0.78
9.826651  0.63
9.827152  0.69
9.827653  0.67
9.828154  0.72
9.828655  0.67
9.829156  0.73
9.829657  0.72
9.830159  0.64
9.830660  0.48
9.831161  0.57
9.831663  0.72
9.832164  0.72
9.832665  0.72
9.833166  0.72
9.833667  0.66
9.834168  0.83
9.834669  0.76
9.835170  0.83
9.835671  0.67
9.836172  0.86
9.836673  0.84
9.837174  0.75
9.837675  0.87
9.838176  0.78
9.838678  0.76
9.839179  0.89
9.839681  0.80
9.840181  0.84
9.840682  0.80
9.841184  0.70
9.841686  0.86
9.842188  0.75
9.842688  0.78
9.843189  0.73
9.843690  0.81
9.844192  0.69
9.844694  0.78
9.845194  0.75
9.845695  0.76
9.846196  0.90
9.846698  0.87
9.847199  0.80
9.847700  0.69
9.848201  0.57
9.848702  0.73
9.849204  0.69
9.849705  0.70
9.850206  0.67
9.850707  0.73
9.851207  0.61
9.851708  0.69
9.852210  0.76
9.852710  0.56
9.853211  0.72
9.853712  0.80
9.854213  0.64
9.854714  0.69
9.855216  0.70
9.855716  0.63
9.856217  0.47
9.856718  0.69
9.857219  0.57
9.857721  0.56
9.858222  0.76
9.858722  0.64
9.859224  0.64
9.859725  0.59
9.860226  0.67
9.860728  0.69
9.861229  0.69
9.861731  0.70
9.862231  0.72
9.862732  0.61
9.863233  0.73
9.863734  0.70
9.864236  0.66
9.864737  0.66
9.865237  0.57
9.865738  0.70
9.866240  0.78
9.866740  0.72
9.867241  0.73
9.867742  0.63
9.868243  0.57
9.868744  0.69
9.869245  0.70
9.869746  0.72
9.870248  0.47
9.870748  0.67
9.871249  0.76
9.871751  0.61
9.872251  0.70
9.872752  0.73
9.873253  0.61
9.873754  0.76
9.874255  0.75
9.874756  0.75
9.875257  0.61
9.875758  0.72
9.876259  0.64
9.876761  0.67
9.877261  0.72
9.877762  0.64
9.878263  0.73
9.878764  0.87
9.879265  0.81
9.879766  0.70
9.880267  0.64
9.880768  0.61
9.881269  0.63
9.881771  0.63
9.882271  0.80
9.882772  0.59
9.883274  0.69
9.883774  0.56
9.884275  0.73
9.884776  0.76
9.885278  0.63
9.885778  0.66
9.886279  0.73
9.886780  0.75
9.887281  0.64
9.887782  0.72
9.888283  0.57
9.888785  0.53
9.889286  0.69
9.889787  0.64
9.890288  0.61
9.890790  0.73
9.891290  0.64
9.891791  0.81
9.892292  0.81
9.892793  0.64
9.893294  0.76
9.893795  0.63
9.894297  0.70
9.894797  0.64
9.895299  0.73
9.895800  0.61
9.896301  0.66
9.896803  0.69
9.897303  0.61
9.897804  0.72
9.898306  0.66
9.898806  0.73
9.899307  0.78
9.899808  0.75
9.900309  0.70
9.900810  0.63
9.901311  0.70
9.901812  0.72
9.902313  0.73
9.902814  0.57
9.903315  0.63
9.903817  0.72
9.904318  0.61
9.904818  0.63
9.905319  0.61
9.905820  0.61
9.906321  0.84
9.906823  0.66
9.907323  0.67
9.907824  0.75
9.908325  0.69
9.908826  0.64
9.909328  0.63
9.909828  0.67
9.910329  0.75
9.910831  0.70
9.911331  0.72
9.911833  0.64
9.912334  0.66
9.912835  0.67
9.913335  0.59
9.913836  0.76
9.914338  0.80
9.914838  0.54
9.915340  0.72
9.915840  0.67
9.916341  0.59
9.916843  0.70
9.917343  0.64
9.917844  0.67
9.918345  0.64
9.918847  0.72
9.919347  0.73
9.919848  0.66
9.920349  0.69
9.920850  0.75
9.921352  0.66
9.921853  0.81
9.922354  0.80
9.922855  0.57
9.923357  0.81
9.923857  0.64
9.924358  0.64
9.924860  0.72
9.925361  0.57
9.925861  0.72
9.926362  0.80
9.926864  0.70
9.927365  0.78
9.927865  0.64
9.928366  0.66
9.928867  0.64
9.929368  0.63
9.929870  0.80
9.930371  0.83
9.930872  0.66
9.931373  0.64
9.931874  0.76
9.932376  0.70
9.932877  0.70
9.933378  0.61
9.933880  0.75
9.934380  0.73
9.934881  0.67
9.935383  0.72
9.935883  0.70
9.936385  0.73
9.936885  0.69
9.937387  0.70
9.937888  0.70
9.938389  0.76
9.938890  0.69
9.939391  0.72
9.939892  0.80
9.940393  0.69
9.940895  0.63
9.941395  0.61
9.941897  0.69
9.942398  0.63
9.942898  0.67
9.943400  0.76
9.943900  0.66
9.944401  0.59
9.944902  0.73
9.945403  0.67
9.945904  0.66
9.946405  0.73
9.946906  0.67
9.947407  0.73
9.947908  0.67
9.948409  0.70
9.948910  0.59
9.949411  0.67
9.949912  0.66
9.950413  0.78
9.950914  0.67
9.951415  0.64
9.951916  0.59
9.952417  0.76
9.952919  0.69
9.953419  0.63
9.953921  0.69
9.954422  0.78
9.954923  0.70
9.955424  0.67
9.955924  0.83
9.956425  0.75
9.956926  0.61
9.957427  0.72
9.957929  0.66
9.958431  0.73
9.958932  0.67
9.959432  0.61
9.959934  0.67
9.960436  0.73
9.960936  0.84
9.961437  0.66
9.961939  0.63
9.962439  0.64
9.962940  0.51
9.963441  0.75
9.963942  0.72
9.964444  0.72
9.964944  0.69
9.965445  0.72
9.965947  0.76
9.966448  0.73
9.966949  0.67
9.967451  0.78
9.967951  0.70
9.968452  0.56
9.968954  0.66
9.969455  0.61
9.969956  0.73
9.970457  0.76
9.970958  0.73
9.971459  0.66
9.971960  0.67
9.972462  0.75
9.972963  0.59
9.973464  0.76
9.973965  0.61
9.974466  0.66
9.974967  0.80
9.975469  0.72
9.975969  0.66
9.976470  0.69
9.976971  0.69
9.977473  0.63
9.977973  0.81
9.978474  0.73
9.978975  0.76
9.979476  0.67
9.979978  0.69
9.980478  0.67
9.980979  0.70
9.981481  0.64
9.981982  0.70
9.982483  0.66
9.982985  0.73
9.983485  0.66
9.983986  0.63
9.984487  0.72
9.984989  0.61
9.985490  0.57
9.985990  0.67
9.986491  0.67
9.986992  0.73
9.987494  0.66
9.987994  0.64
9.988495  0.66
9.988996  0.69
9.989498  0.70
9.989999  0.80
9.990499  0.76
9.991001  0.67
9.991502  0.80
9.992003  0.67
9.992504  0.75
9.993005  0.64
9.993506  0.56
9.994008  0.61
9.994509  0.64
9.995009  0.73
9.995511  0.69
9.996011  0.76
9.996512  0.69
9.997014  0.70
9.997515  0.73
9.998017  0.73
9.998517  0.63
9.999019  0.69
9.999519  0.72
10.000020  0.81
10.000522  0.67
10.001022  0.70
10.001524  0.70
10.002024  0.69
10.002526  0.75
10.003027  0.76
10.003527  0.78
10.004028  0.78
10.004529  0.64
10.005031  0.73
10.005532  0.66
10.006034  0.70
10.006535  0.63
10.007036  0.66
10.007537  0.64
10.008037  0.69
10.008539  0.67
10.009039  0.70
10.009540  0.75
10.010041  0.63
10.010542  0.72
10.011043  0.70
10.011545  0.64
10.012046  0.81
10.012547  0.50
10.013049  0.67
10.013550  0.66
10.014051  0.56
10.014552  0.67
10.015053  0.75
10.015554  0.61
10.016056  0.61
10.016557  0.66
10.017059  0.64
10.017559  0.75
10.018060  0.59
10.018562  0.63
10.019062  0.70
10.019563  0.72
10.020065  0.61
10.020566  0.78
10.021068  0.69
10.021569  0.73
10.022069  0.70
10.022571  0.70
10.023071  0.75
10.023572  0.57
10.024073  0.66
10.024574  0.59
10.025076  0.75
10.025578  0.59
10.026078  0.57
10.026580  0.78
10.027080  0.54
10.027582  0.75
10.028082  0.64
10.028583  0.70
10.029085  0.75
10.029587  0.67
10.030089  0.66
10.030589  0.70
10.031090  0.76
10.031591  0.78
10.032092  0.66
10.032593  0.72
10.033094  0.67
10.033596  0.69
10.034097  0.69
10.034598  0.72
10.035099  0.70
10.035600  0.59
10.036101  0.67
10.036602  0.76
10.037103  0.73
10.037604  0.76
10.038106  0.64
10.038606  0.70
10.039108  0.86
10.039609  0.64
10.040109  0.66
10.040611  0.73
10.041112  0.70
10.041614  0.61
10.042114  0.64
10.042615  0.78
10.043116  0.67
10.043617  0.72
10.044118  0.56
10.044619  0.67
10.045120  0.59
10.045622  0.69
10.046124  0.67
10.046624  0.66
10.047126  0.70
10.047626  0.61
10.048127  0.75
10.048628  0.75
10.049130  0.72
10.049630  0.70
10.050131  0.61
10.050632  0.72
10.051133  0.81
10.051635  0.61
10.052137  0.72
10.052637  0.70
10.053138  0.67
10.053639  0.54
10.054140  0.69
10.054642  0.69
10.055144  0.66
10.055646  0.72
10.056147  0.64
10.056647  0.70
10.057148  0.70
10.057649  0.63
10.058150  0.73
10.058651  0.72
10.059152  0.76
10.059653  0.69
10.060154  0.61
10.060656  0.75
10.061157  0.63
10.061658  0.64
10.062158  0.73
10.062659  0.69
10.063161  0.67
10.063661  0.63
10.064162  0.73
10.064663  0.80
10.065165  0.63
10.065665  0.69
10.066167  0.54
10.066668  0.69
10.067169  0.78
10.067671  0.67
10.068172  0.75
10.068673  0.64
10.069174  0.69
10.069674  0.69
10.070175  0.73
10.070676  0.64
10.071178  0.64
10.071679  0.72
10.072179  0.66
10.072681  0.64
10.073181  0.73
10.073682  0.66
10.074183  0.57
10.074684  0.63
10.075185  0.69
10.075687  0.72
10.076188  0.66
10.076689  0.66
10.077190  0.70
10.077692  0.73
10.078192  0.63
10.078693  0.80
10.079194  0.59
10.079696  0.54
10.080197  0.72
10.080697  0.64
10.081198  0.63
10.081699  0.69
10.082200  0.64
10.082702  0.69
10.083202  0.72
10.083704  0.63
10.084205  0.61
10.084706  0.81
10.085207  0.75
10.085707  0.59
10.086209  0.76
10.086710  0.63
10.087210  0.70
10.087711  0.63
10.088212  0.72
10.088713  0.72
10.089215  0.59
10.089716  0.59
10.090217  0.56
10.090719  0.67
10.091220  0.61
10.091721  0.67
10.092221  0.67
10.092722  0.59
10.093223  0.63
10.093725  0.76
10.094227  0.66
10.094727  0.81
10.095228  0.66
10.095730  0.69
10.096231  0.67
10.096732  0.66
10.097233  0.72
10.097734  0.83
10.098235  0.73
10.098736  0.73
10.099237  0.57
10.099738  0.64
10.100239  0.61
10.100741  0.80
10.101242  0.66
10.101742  0.59
10.102243  0.81
10.102745  0.72
10.103246  0.75
10.103746  0.78
10.104247  0.72
10.104748  0.61
10.105249  0.63
10.105750  0.66
10.106251  0.69
10.106752  0.67
10.107254  0.76
10.107755  0.73
10.108256  0.76
10.108758  0.72
10.109259  0.57
10.109761  0.50
10.110262  0.72
10.110763  0.53
10.111264  0.69
10.111766  0.63
10.112268  0.73
10.112770  0.69
10.113271  0.61
10.113771  0.66
10.114273  0.76
10.114773  0.63
10.115274  0.67
10.115776  0.66
10.116276  0.73
10.116777  0.66
10.117278  0.81
10.117779  0.70
10.118281  0.73
10.118782  0.67
10.119282  0.64
10.119783  0.70
10.120285  0.75
10.120785  0.72
10.121286  0.63
10.121788  0.67
10.122289  0.70
10.122790  0.76
10.123291  0.73
10.123792  0.76
10.124294  0.72
10.124795  0.76
10.125296  0.63
10.125798  0.80
10.126299  0.66
10.126800  0.76
10.127301  0.64
10.127802  0.70
10.128303  0.63
10.128804  0.59
10.129306  0.70
10.129807  0.76
10.130308  0.75
10.130810  0.69
10.131311  0.56
10.131812  0.66
10.132314  0.83
10.132814  0.59
10.133316  0.63
10.133816  0.76
10.134318  0.64
10.134818  0.69
10.135319  0.72
10.135821  0.66
10.136321  0.66
10.136822  0.81
10.137323  0.76
10.137824  0.76
10.138325  0.72
10.138827  0.66
10.139328  0.66
10.139830  0.66
10.140331  0.61
10.140833  0.69
10.141333  0.70
10.141834  0.63
10.142336  0.83
10.142838  0.66
10.143338  0.66
10.143840  0.81
10.144341  0.67
10.144842  0.75
10.145343  0.70
10.145844  0.72
10.146345  0.53
10.146846  0.66
10.147348  0.75
10.147848  0.73
10.148350  0.64
10.148850  0.72
10.149351  0.67
10.149853  0.81
10.150353  0.72
10.150855  0.69
10.151355  0.72
10.151857  0.76
10.152357  0.66
10.152858  0.78
10.153360  0.69
10.153860  0.76
10.154362  0.64
10.154862  0.69
10.155363  0.70
10.155865  0.63
10.156365  0.73
10.156867  0.72
10.157368  0.73
10.157870  0.69
10.158371  0.76
10.158873  0.64
10.159374  0.64
10.159874  0.66
10.160375  0.76
10.160877  0.73
10.161377  0.70
10.161878  0.70
10.162380  0.72
10.162882  0.75
10.163382  0.61
10.163884  0.70
10.164385  0.67
10.164887  0.81
10.165388  0.67
10.165889  0.76
10.166390  0.81
10.166891  0.75
10.167392  0.69
10.167893  0.64
10.168394  0.72
10.168895  0.69
10.169396  0.78
10.169898  0.73
10.170399  0.73
10.170901  0.76
10.171403  0.70
10.171903  0.66
10.172405  0.56
10.172905  0.66
10.173406  0.69
10.173907  0.66
10.174408  0.64
10.174909  0.78
10.175411  0.66
10.175912  0.76
10.176414  0.64
10.176915  0.54
10.177416  0.70
10.177917  0.69
10.178419  0.67
10.178919  0.64
10.179420  0.64
10.179921  0.80
10.180422  0.64
10.180924  0.72
10.181424  0.75
10.181926  0.66
10.182426  0.73
10.182927  0.64
10.183428  0.73
10.183929  0.67
10.184431  0.78
10.184933  0.75
10.185433  0.73
10.185935  0.66
10.186437  0.61
10.186938  0.69
10.187438  0.72
10.187939  0.48
10.188440  0.64
10.188941  0.70
10.189443  0.66
10.189944  0.64
10.190444  0.63
10.190945  0.70
10.191446  0.67
10.191947  0.64
10.192449  0.59
10.192949  0.63
10.193450  0.69
10.193951  0.66
10.194452  0.73
10.194954  0.67
10.195454  0.63
10.195956  0.76
10.196457  0.56
10.196959  0.72
10.197459  0.69
10.197960  0.66
10.198462  0.61
10.198962  0.67
10.199463  0.81
10.199964  0.70
10.200465  0.70
10.200966  0.57
10.201467  0.50
10.201968  0.76
10.202470  0.72
10.202970  0.66
10.203472  0.66
10.203972  0.64
10.204473  0.69
10.204975  0.63
10.205476  0.80
10.205977  0.72
10.206478  0.64
10.206979  0.67
10.207480  0.63
10.207981  0.67
10.208482  0.61
10.208983  0.59
10.209484  0.69
10.209985  0.69
10.210487  0.66
10.210987  0.72
10.211488  0.67
10.211989  0.73
10.212490  0.66
10.212991  0.72
10.213492  0.70
10.213993  0.84
10.214495  0.72
10.214995  0.63
10.215497  0.72
10.215997  0.84
10.216498  0.64
10.216999  0.67
10.217501  0.73
10.218001  0.75
10.218502  0.81
10.219003  0.70
10.219505  0.78
10.220006  0.76
10.220507  0.69
10.221008  0.78
10.221509  0.70
10.222010  0.66
10.222511  0.67
10.223012  0.66
10.223513  0.67
10.224015  0.57
10.224516  0.64
10.225017  0.67
10.225517  0.76
10.226019  0.59
10.226519  0.67
10.227021  0.66
10.227521  0.59
10.228022  0.69
10.228524  0.64
10.229024  0.67
10.229526  0.73
10.230026  0.70
10.230527  0.75
10.231028  0.69
10.231529  0.72
10.232030  0.67
10.232532  0.76
10.233032  0.72
10.233533  0.59
10.234034  0.70
10.234535  0.66
10.235036  0.75
10.235538  0.64
10.236039  0.73
10.236539  0.75
10.237040  0.67
10.237541  0.72
10.238042  0.66
10.238543  0.67
10.239044  0.70
10.239545  0.64
10.240046  0.66
10.240547  0.72
10.241048  0.73
10.241549  0.75
10.242051  0.69
10.242551  0.75
10.243053  0.64
10.243554  0.76
10.244055  0.72
10.244556  0.66
10.245058  0.66
10.245559  0.69
10.246060  0.72
10.246561  0.63
10.247062  0.72
10.247564  0.73
10.248064  0.66
10.248566  0.61
10.249067  0.67
10.249567  0.72
10.250068  0.81
10.250569  0.76
10.251071  0.70
10.251572  0.69
10.252073  0.63
10.252573  0.64
10.253074  0.75
10.253575  0.70
10.254076  0.69
10.254577  0.78
10.255078  0.75
10.255580  0.78
10.256080  0.64
10.256582  0.59
10.257082  0.73
10.257583  0.69
10.258084  0.63
10.258585  0.69
10.259087  0.64
10.259588  0.75
10.260089  0.70
10.260591  0.81
10.261091  0.59
10.261592  0.66
10.262094  0.56
10.262594  0.66
10.263096  0.73
10.263596  0.70
10.264098  0.61
10.264599  0.61
10.265099  0.69
10.265600  0.72
10.266101  0.72
10.266602  0.70
10.267103  0.70
10.267605  0.80
10.268105  0.63
10.268607  0.73
10.269108  0.63
10.269608  0.83
10.270110  0.59
10.270610  0.69
10.271112  0.57
10.271612  0.59
10.272114  0.59
10.272615  0.69
10.273115  0.69
10.273616  0.61
10.274117  0.70
10.274618  0.70
10.275120  0.70
10.275622  0.64
10.276123  0.70
10.276623  0.78
10.277124  0.66
10.277626  0.69
10.278127  0.69
10.278628  0.72
10.279129  0.64
10.279629  0.69
10.280131  0.70
10.280632  0.59
10.281132  0.56
10.281633  0.78
10.282135  0.63
10.282636  0.63
10.283137  0.53
10.283638  0.70
10.284140  0.63
10.284641  0.70
10.285143  0.69
10.285644  0.57
10.286145  0.59
10.286646  0.75
10.287148  0.66
10.287648  0.72
10.288149  0.57
10.288650  0.70
10.289152  0.76
10.289652  0.80
10.290154  0.83
10.290655  0.70
10.291157  0.72
10.291657  0.64
10.292158  0.76
10.292659  0.69
10.293161  0.63
10.293661  0.80
10.294162  0.72
10.294664  0.59
10.295164  0.70
10.295666  0.69
10.296167  0.66
10.296668  0.67
10.297169  0.54
10.297671  0.69
10.298171  0.76
10.298672  0.64
10.299174  0.66
10.299675  0.76
10.300176  0.73
10.300678  0.67
10.301178  0.56
10.301680  0.69
10.302181  0.70
10.302681  0.76
10.303182  0.63
10.303683  0.80
10.304184  0.76
10.304686  0.69
10.305187  0.75
10.305688  0.70
10.306189  0.75
10.306690  0.75
10.307191  0.75
10.307692  0.64
10.308193  0.70
10.308694  0.69
10.309196  0.67
10.309696  0.66
10.310198  0.69
10.310698  0.61
10.311200  0.72
10.311700  0.81
10.312202  0.75
10.312702  0.63
10.313203  0.66
10.313705  0.72
10.314205  0.61
10.314706  0.70
10.315208  0.66
10.315710  0.64
10.316210  0.76
10.316711  0.59
10.317212  0.73
10.317714  0.64
10.318214  0.81
10.318716  0.72
10.319217  0.64
10.319718  0.70
10.320219  0.72
10.320721  0.73
10.321222  0.80
10.321722  0.72
10.322224  0.63
10.322725  0.83
10.323226  0.72
10.323727  0.57
10.324228  0.69
10.324730  0.69
10.325231  0.64
10.325732  0.73
10.326233  0.75
10.326734  0.63
10.327236  0.69
10.327738  0.81
10.328239  0.72
10.328739  0.61
10.329241  0.70
10.329741  0.61
10.330242  0.69
10.330743  0.66
10.331245  0.72
10.331746  0.70
10.332247  0.75
10.332749  0.67
10.333249  0.66
10.333750  0.64
10.334252  0.59
10.334753  0.72
10.335255  0.76
10.335757  0.69
10.336258  0.69
10.336759  0.66
10.337261  0.75
10.337761  0.67
10.338263  0.83
10.338763  0.72
10.339264  0.67
10.339765  0.73
10.340266  0.72
10.340767  0.66
10.341269  0.63
10.341770  0.72
10.342271  0.59
10.342772  0.59
10.343273  0.61
10.343775  0.80
10.344275  0.75
10.344776  0.67
10.345277  0.63
10.345779  0.75
10.346279  0.72
10.346780  0.69
10.347281  0.56
10.347783  0.69
10.348284  0.54
10.348785  0.76
10.349286  0.76
10.349787  0.67
10.350288  0.67
10.350789  0.63
10.351291  0.67
10.351791  0.78
10.352292  0.51
10.352793  0.63
10.353294  0.64
10.353796  0.63
10.354296  0.72
10.354797  0.63
10.355298  0.75
10.355799  0.63
10.356301  0.67
10.356803  0.70
10.357303  0.66
10.357804  0.63
10.358305  0.83
10.358806  0.67
10.359307  0.63
10.359809  0.66
10.360309  0.64
10.360811  0.80
10.361312  0.72
10.361812  0.70
10.362313  0.89
10.362815  0.61
10.363316  0.75
10.363817  0.70
10.364317  0.64
10.364818  0.73
10.365319  0.63
10.365821  0.67
10.366321  0.67
10.366822  0.63
10.367324  0.61
10.367824  0.66
10.368326  0.66
10.368827  0.72
10.369327  0.76
10.369829  0.76
10.370329  0.66
10.370830  0.75
10.371331  0.70
10.371832  0.67
10.372333  0.69
10.372834  0.70
10.373335  0.64
10.373836  0.70
10.374337  0.70
10.374838  0.69
10.375339  0.63
10.375840  0.72
10.376341  0.63
10.376843  0.72
10.377345  0.59
10.377845  0.69
10.378347  0.67
10.378847  0.63
10.379348  0.69
10.379850  0.67
10.380351  0.80
10.380852  0.63
10.381352  0.72
10.381854  0.57
10.382354  0.67
10.382855  0.75
10.383356  0.64
10.383857  0.73
10.384358  0.75
10.384859  0.67
10.385360  0.73
10.385862  0.72
10.386362  0.69
10.386864  0.78
10.387364  0.53
10.387866  0.72
10.388367  0.72
10.388867  0.66
10.389368  0.66
10.389869  0.69
10.390370  0.61
10.390871  0.67
10.391372  0.61
10.391874  0.72
10.392375  0.56
10.392875  0.67
10.393376  0.64
10.393877  0.67
10.394379  0.70
10.394879  0.70
10.395380  0.72
10.395882  0.61
10.396383  0.76
10.396884  0.72
10.397385  0.81
10.397887  0.61
10.398387  0.59
10.398888  0.75
10.399389  0.67
10.399890  0.80
10.400391  0.72
10.400892  0.63
10.401394  0.63
10.401894  0.75
10.402395  0.70
10.402897  0.69
10.403398  0.76
10.403900  0.72
10.404400  0.90
10.404901  0.73
10.405402  0.75
10.405904  0.78
10.406405  0.66
10.406906  0.64
10.407406  0.69
10.407907  0.59
10.408408  0.70
10.408910  0.56
10.409410  0.69
10.409911  0.66
10.410412  0.78
10.410913  0.73
10.411414  0.69
10.411915  0.73
10.412417  0.75
10.412918  0.78
10.413419  0.69
10.413919  0.73
10.414420  0.70
10.414922  0.66
10.415422  0.72
10.415924  0.61
10.416424  0.69
10.416925  0.83
10.417426  0.69
10.417928  0.69
10.418429  0.66
10.418929  0.57
10.419431  0.89
10.419931  0.70
10.420433  0.59
10.420933  0.80
10.421434  0.64
10.421935  0.70
10.422437  0.67
10.422938  0.73
10.423440  0.69
10.423940  0.64
10.424442  0.70
10.424942  0.70
10.425444  0.73
10.425945  0.80
10.426445  0.69
10.426946  0.63
10.427447  0.70
10.427948  0.69
10.428449  0.78
10.428951  0.81
10.429452  0.67
10.429953  0.75
10.430455  0.73
10.430956  0.69
10.431457  0.66
10.431958  0.75
10.432458  0.70
10.432959  0.66
10.433461  0.67
10.433962  0.66
10.434462  0.66
10.434964  0.59
10.435465  0.75
10.435965  0.73
10.436466  0.64
10.436968  0.67
10.437470  0.81
10.437971  0.73
10.438471  0.61
10.438972  0.73
10.439473  0.73
10.439975  0.57
10.440476  0.66
10.440977  0.69
10.441478  0.78
10.441979  0.73
10.442480  0.66
10.442981  0.70
10.443482  0.70
10.443983  0.75
10.444484  0.66
10.444985  0.70
10.445487  0.72
10.445988  0.75
10.446489  0.64
10.446990  0.84
10.447492  0.57
10.447992  0.66
10.448494  0.67
10.448995  0.64
10.449495  0.76
10.449997  0.63
10.450498  0.78
10.450998  0.69
10.451500  0.51
10.452000  0.78
10.452501  0.72
10.453003  0.80
10.453504  0.80
10.454006  0.66
10.454507  0.66
10.455009  0.80
10.455509  0.70
10.456010  0.78
10.456512  0.66
10.457013  0.70
10.457514  0.67
10.458015  0.72
10.458517  0.67
10.459018  0.80
10.459519  0.72
10.460020  0.78
10.460521  0.67
10.461022  0.78
10.461523  0.72
10.462024  0.69
10.462526  0.78
10.463026  0.66
10.463527  0.67
10.464028  0.64
10.464529  0.64
10.465031  0.70
10.465531  0.89
10.466032  0.70
10.466533  0.67
10.467035  0.70
10.467535  0.73
10.468036  0.81
10.468538  0.75
10.469039  0.75
10.469539  0.59
10.470040  0.69
10.470541  0.69
10.471043  0.75
10.471544  0.67
10.472045  0.76
10.472546  0.73
10.473048  0.61
10.473548  0.69
10.474050  0.70
10.474550  0.64
10.475051  0.78
10.475552  0.64
10.476053  0.76
10.476554  0.63
10.477055  0.61
10.477557  0.64
10.478058  0.69
10.478558  0.70
10.479060  0.80
10.479561  0.72
10.480061  0.76
10.480562  0.75
10.481064  0.78
10.481564  0.64
10.482065  0.63
10.482566  0.78
10.483067  0.76
10.483568  0.69
10.484070  0.67
10.484572  0.72
10.485072  0.73
10.485574  0.66
10.486076  0.80
10.486576  0.84
10.487077  0.54
10.487578  0.76
10.488079  0.69
10.488580  0.69
10.489081  0.66
10.489582  0.76
10.490084  0.70
10.490584  0.69
10.491085  0.63
10.491586  0.76
10.492087  0.66
10.492588  0.76
10.493090  0.59
10.493592  0.80
10.494094  0.64
10.494595  0.70
10.495096  0.73
10.495597  0.84
10.496099  0.80
10.496600  0.57
10.497101  0.63
10.497602  0.72
10.498104  0.61
10.498605  0.81
10.499107  0.81
10.499607  0.81
10.500108  0.70
10.500610  0.76
10.501110  0.72
10.501611  0.70
10.502113  0.67
10.502614  0.73
10.503115  0.70
10.503616  0.72
10.504118  0.81
10.504618  0.57
10.505119  0.72
10.505620  0.76
10.506122  0.51
10.506623  0.73
10.507123  0.63
10.507624  0.73
10.508126  0.61
10.508626  0.75
10.509127  0.70
10.509628  0.64
10.510130  0.83
10.510631  0.67
10.511133  0.69
10.511633  0.66
10.512134  0.59
10.512635  0.67
10.513137  0.69
10.513637  0.70
10.514138  0.63
10.514640  0.75
10.515141  0.59
10.515642  0.76
10.516143  0.69
10.516645  0.87
10.517145  0.54
10.517647  0.73
10.518148  0.76
10.518649  0.76
10.519151  0.73
10.519652  0.69
10.520154  0.69
10.520655  0.63
10.521155  0.93
10.521656  0.93
10.522157  0.69
10.522659  0.80
10.523159  0.64
10.523661  0.72
10.524161  0.75
10.524663  0.64
10.525164  0.75
10.525666  0.69
10.526167  0.72
10.526668  0.63
10.527169  0.63
10.527669  0.61
10.528170  0.61
10.528671  0.73
10.529172  0.72
10.529673  0.76
10.530174  0.70
10.530675  0.61
10.531176  0.72
10.531677  0.80
10.532178  0.81
10.532679  0.57
10.533181  0.66
10.533682  0.70
10.534182  0.73
10.534684  0.76
10.535185  0.70
10.535686  0.63
10.536187  0.73
10.536688  0.75
10.537189  0.69
10.537690  0.76
10.538191  0.76
10.538693  0.76
10.539194  0.67
10.539694  0.70
10.540196  0.84
10.540697  0.69
10.541199  0.69
10.541701  0.81
10.542201  0.81
10.542702  0.70
10.543203  0.72
10.543705  0.67
10.544205  0.75
10.544706  0.73
10.545207  0.72
10.545708  0.61
10.546209  0.75
10.546710  0.61
10.547211  0.72
10.547712  0.70
10.548213  0.66
10.548715  0.72
10.549215  0.72
10.549717  0.75
10.550217  0.75
10.550719  0.72
10.551220  0.80
10.551720  0.64
10.552221  0.78
10.552722  0.80
10.553223  0.67
10.553724  0.73
10.554225  0.67
10.554727  0.80
10.555229  0.64
10.555729  0.72
10.556230  0.69
10.556732  0.75
10.557232  0.66
10.557733  0.72
10.558234  0.72
10.558735  0.66
10.559236  0.73
10.559737  0.80
10.560239  0.63
10.560741  0.64
10.561242  0.75
10.561743  0.72
10.562243  0.53
10.562744  0.84
10.563246  0.80
10.563747  0.73
10.564248  0.67
10.564750  0.73
10.565251  0.66
10.565752  0.73
10.566253  0.73
10.566754  0.73
10.567256  0.73
10.567757  0.86
10.568258  0.70
